C�digo;Denominaci�n;Rubro;Marca;Precio Compra
533;BETA XPLODE PRE-WORKOUT 210 GRS - HTN;SUPLEMENTOS DEPORTIVOS;HTN;39892
534;MASS GAINER VAINILLA 1,5 KG - HTN;SUPLEMENTOS DEPORTIVOS;HTN;49692
535;MASS GAINER CHOCOLATE 1,5 KG - HTN;SUPLEMENTOS DEPORTIVOS;HTN;49692
536;B-BCAA 8.0 POWDER - HTN;SUPLEMENTOS DEPORTIVOS;HTN;49791
537;L-GLUTAMINE MICRONIZED 150 GRS - HTN;SUPLEMENTOS DEPORTIVOS;HTN;23525
538;CREATINE MICRONIZED 500 GR - HTN;SUPLEMENTOS DEPORTIVOS;HTN;137203
539;X6 THERMO FIRE 120 CAP - HTN;SUPLEMENTOS DEPORTIVOS;HTN;34560
54;NUECES DORADAS - GRANEL;FRUTOS SECOS;GRANEL;24711
540;NAD + RESVERATROL X 60 COMPR - EL NATURALISTA;LABORATORIO;EL NATURALISTA;27522
541;TESTO HIGH X 24 SERV - HOCH SPORT;SUPLEMENTOS DEPORTIVOS;HOCH SPORT;44317
542;BETA ATTACK X 60 TABS - ENA;SUPLEMENTOS DEPORTIVOS;ENA;26118
543;BLACK CREATINE POWDER 300 GRS - ON;SUPLEMENTOS DEPORTIVOS;ON;48267
544;NITRO TECH WHEY GOLD DULCE DE LECHE 2.2 LB ( 1KG) - MUSCLETECH;SUPLEMENTOS DEPORTIVOS;MUSCLETECH;102203
545;LIPO 6 BLACK X60 CAPS - NUTREX;SUPLEMENTOS DEPORTIVOS;NUTREX;110103
546;WHEY 3 KG CHOCOLATE - XXL;SUPLEMENTOS DEPORTIVOS;XXL;61047
548;PASTA DENTIFRICA DE CALENDULA;COSMETICA;WELEDA;38198
549;AZAFRAN HEBRAS BLISTER 0,2 GR - HERBOTECA;ESPECIAS Y CONDIMENTOS;HERBOTECA;9459
55;TUTUCA CON AZUCAR - GUEGOS;CEREALES;GUEGOS;4507
550;ARROZ ARBORIO X 500 GR - SAN GIORGIO;ARROCES;SAN GIORGIO;28685
551;ARROZ CARNAROLLI X 500 GR - SAN GIORGIO;ARROCES;SAN GIORGIO;28457
552;ARROZ P/PAELLA 500GR - SAN GIORGIO;ARROCES;SAN GIORGIO;28812
553;PUR� DE TOMATE ORGANICO X 500 GR - PAMPA GOURMET;ORGANICOS;PAMPA GOURMET;10158
554;VINAGRE DE MANZANA ORGANICO X 250 GR - PAMPA GOURMET;ORGANICOS;PAMPA GOURMET;6966
555;ALFAJOR MAICENITA SIBO X 2U - ATIPICO;SIN TACC;ATIPICO;9132
556;ACEITE DE COCO VIRGEN X 225ML - GOD BLESS YOU;ACEITES COMESTIBLE;GOD BLESS YOU;16535
557;MOSTAZA CON MIEL HEINZ X 425GR;SALSAS Y ADEREZOS;HEINZ;40669
558;BARRA PROTEICA CACAO ESPA�OL 45GR - KI BAR;VARIOS;KI BAR;2136
559;MAYONESA HEINZ LIGHT DOY PACK x 350GR;SALSAS Y ADEREZOS;HEINZ;10560
56;TUTUCA SIN AZUCAR - GUEGOS;CEREALES;GUEGOS;4772
560;LIMON RODAJAS;DESECADOS;PANQUEHUA;98991
561;GALLETAS CHIA Y ARANDANOS X 200GR - INTEGRA;PANIFICADOS;INTEGRA;3383
562;SALSA SABOR OSTION PANDA (PANDA) - LEE KUM KEE;SALSAS Y ADEREZOS;LEE KUM KEE;23231
564;SALSA DE SOJA LEE KUM KEE ORIGINAL X 500 ML - LEE KUM KEE;SALSAS Y ADEREZOS;LEE KUM KEE;11095
565;VINAGRE DE ARROZ 750 ML - CASTELLO;VARIOS;CASTELLO;11762
566;ALGAS YAKINORI X 10 HOJAS GREEN - YAMAGATAYA;JAPONESES;YAMAGATAYA;14470
567;HUMO LIQUIDO 70 CC - SAN GIORGIO;SALSAS Y ADEREZOS;SAN GIORGIO;5971
568;TINTA DE CALAMAR 2 DOSIS - SAN GIORGIO;SALSAS Y ADEREZOS;SAN GIORGIO;6856
569;YOGURT NATURAL X 1L - YOGURLAC;FRESCOS Y CONGELADOS;YOGURLAC;5022
57;TUTUCA CON STEVIA - GUEGOS;CEREALES;GUEGOS;5019
571;ARROZ BASMATI X 500 GR - SAN GIORGIO;ARROCES;SAN GIORGIO;29980
572;YOGURT DURAZNO X 1L - YOGURLAC;FRESCOS Y CONGELADOS;YOGURLAC;5239
573;TAJIN CLASICO POLVO X 45GR;ESPECIAS Y CONDIMENTOS;TAJIN;7941
574;ALFAJOR DE PISTACHO - FELICES LAS VACAS;VEGANOS;FELICES LAS VACAS;4121
575;COPOS DE MAIZ SIN AZUCAR X 100GR - PATAGONIA GRAINS;SIN TACC;PATAGONIA GRAINS;1471
576;TE EN HEBRAS SABOR JAZMIN X 100 GR - RICCO;INFUSIONES Y TES;RICCO;8954
577;TE EN HEBRAS SABOR CHAI X 100 GR - RICCO;INFUSIONES Y TES;RICCO;8954
578;COPOS DE MAIZ CON AZUCAR X 100GR - PATAGONIA GRAINS;SIN TACC;PATAGONIA GRAINS;2563
579;TE EN HEBRAS SABOR GINGER X 100 GR - RICCO;INFUSIONES Y TES;RICCO;8954
58;ALMENDRAS NON PAREIL - GRANEL;FRUTOS SECOS;GRANEL;36188
580;TE EN HEBRAS SABOR DETOX X 100 GR - RICCO;INFUSIONES Y TES;RICCO;8954
581;GRANOLA X 250GR - PATAGONIA GRAINS;SIN TACC;PATAGONIA GRAINS;6477
582;CAFE TOSTADO INTENSO 100% ARABICA X 250GR - LA VIRGINIA;VARIOS;LA VIRGINIA;10272
583;PIMENTON DE LA VERA LA COLMENITA AGRIDULCE - DE LA VERA;ESPECIAS Y CONDIMENTOS;DE LA VERA;18581
584;CHOCOLATE PARA BA�O BLANCO - AGUILA;REPOSTER�A;AGUILA;26963
585;ACEITE DE COCO VIRGEN CHIA GRAAL X 180ML;ACEITES COMESTIBLE;CHIA GRAAL;10458
586;WASABI X 30 - S&B FOOD;JAPONESES;S&B FOOD;9566
587;PRE PIZZA SIBO CON QUESO DESLACTOSADO - ATIPICO;SIN TACC;ATIPICO;5219
588;ARROZ PARA SUSHI X 450GR - MARUFUJI;ARROCES;MARUFUJI;12205
589;ALGAS NORI PARA SUSHI - SUELTAS (x U.);JAPONESES;SUELTAS;892
59;ALMENDRA MARTINELLI PARTIDA - GRANEL;FRUTOS SECOS;GRANEL;26473
590;MIRIN X 300 - TAKARA;JAPONESES;TAKARA;18242
591;WHEY PROTEIN TRUE MADE BANANA X 453GR - ENA;SUPLEMENTOS DEPORTIVOS;ENA;44044
592;ALGAS WAKAME - WAKOU;JAPONESES;WAKOU;8208
593;CIRUELAS JAPONESAS MACERADAS X 100GR - MARUMIYUA;JAPONESES;MARUMIYUA;12176
594;BONITO SECO - KATSUOBUSHI;JAPONESES;KATSUOBUSHI;5882
595;ALGAS KAISO SALAD - WAKOU;JAPONESES;WAKOU;4875
596;SAKE X 300 - KIKU-MASAMUNE;JAPONESES;EL NATURALISTA;30600
597;TE VERDE SENCHA - MARUFUJI;JAPONESES;MARUFUJI;9296
598;TE VERDE FANCY SENCHA - MARUFUJI;JAPONESES;MARUFUJI;13048
599;TE EN SAQUITOS SAINT GOTTARD X UNIDAD;INFUSIONES Y TES;SAINT GOTTARD;547
6;TE VERDE - HERBOTECA;INFUSIONES Y TES;HERBOTECA;2277
60;VRINK DE ALMENDRA SIN AZUCAR - VRINK;LECHES VEGETALES;VRINK;7310
602;QUESO UNTABLE AHUMADO PATAGONICO X 160GR - QU;VEGANOS;QU;6297
603;NOT CHICKEN CRISPY X 2;VEGANOS;NOTCO;6349
604;VITA BIOSA PROBIOTICO X 500ML;LABORATORIO;VITA BIOSA;21267
605;PAN BOLLITO X 4U KETO Y SIN LACTOSA - ATIPICO;SIN TACC;ATIPICO;8865
606;PAN BOLLITO HAMBURGUESA X 2U KETO Y VEGANO - ATIPICO;SIN TACC;ATIPICO;6333
607;MATCHA HG X 50 GR - ORGANIKAL;LABORATORIO;ORGANIKAL;15190
608;CHLORELLA X 50 GR HG - ORGANIKAL;LABORATORIO;ORGANIKAL;21932
609;ORGANIKAL NORI POLVO X 50 GR HG - ORGANIKAL;LABORATORIO;ORGANIKAL;16478
61;CAFE INSTANTANEO SELECCION DOY PACK X 150GR - LA VIRGINIA;VARIOS;LA VIRGINIA;10719
610;HARINA DE MAIZ X 500GR ESQUINA DE LAS FLORES - ESQUINA DE LAS FLORES;ORGANICOS;ESQUINA DE LAS FLORES;2034
611;NOT MAYO ORIGINAL DOY PACK X 350GR;VEGANOS;NOTCO;4975
612;MILANESA DE SOJA RELLENA ZAPALLO Y QUESO - SOL DEL ESTE;FRESCOS Y CONGELADOS;SOL DEL ESTE;4928
613;LENTEJA NACIONAL;GRANOS Y LEGUMBRES;GRANEL;6425
614;CHOCOLATE ORGANICO COLONIAL 60% X 100 GR.;VARIOS;COLONIAL;9624
615;ACEITE DE COCO NEUTRO X 1L GOD BLESS YOU;ACEITES COMESTIBLE;GOD BLESS YOU;25165
616;OMELETTES PROTEICOS X 350GR JAMON Y QUESO - GRANGER;VARIOS;GRANGER;17035
617;MELENA DE LEON X 30 CAPS - VITAMIN WAY;LABORATORIO;VITAMIN WAY;23004
618;MIEL TAMBOR A GRANEL;VARIOS;GRANEL;4817
619;PAN NUBE X 4U KETO - ATIPICO;SIN TACC;ATIPICO;5871
62;PROTEIN BAR COCO Y D. DE LECHE - ENA;SUPLEMENTOS DEPORTIVOS;ENA;2431
620;OREGANO X 10 GR - DE MI CAMPO;ORGANICOS;DE MI CAMPO;1710
621;ROMERO X 15 GR - DE MI CAMPO;ORGANICOS;DE MI CAMPO;1816
622;SALVIA X 10 GR - DE MI CAMPO;ORGANICOS;DE MI CAMPO;1816
623;TOMILLO X 20 GR - DE MI CAMPO;ORGANICOS;DE MI CAMPO;1710
626;HEINZ BBQ SAUCE ORIGINAL X 660GR;SALSAS Y ADEREZOS;HEINZ;28728
627;GRANOLITAS MANZANA Y CANELA X 150GR - GRANIX;PANIFICADOS;GRANIX;1836
628;GRANOLITAS CHOCOLATE Y NARANJA X 150GR - GRANIX;PANIFICADOS;GRANIX;1836
629;SHAMPU SOLIDO HUMECTANTE LAVANDA-LEMONGRASS X 80 GR- BOTIK;VEGANOS;BOTIK;25276
63;ACEITE DE COCO NEUTRO X 500CC - ENTRE NUTS;ACEITES COMESTIBLE;ENTRE NUTS;11778
630;CALDO DE HUESOS X 8U;CALDOS Y SOPAS;MEDICINA ANCESTRAL;6938
631;HARINA INT GRUESA X 500 GR ESQUINA DE LAS FLORES - ESQUINA DE LAS FLORES;ORGANICOS;ESQUINA DE LAS FLORES;1391
632;ISOFLAVONAS DE SOJA NATUFARMA;LABORATORIO;NATUFARMA;14267
633;LAMINAS DE JENGIBRE PARA SUSHI YUANYUAN ROSA;DELICATESSEN;HERBOTECA;30267
634;NERVOCALM X 40 COMP GARDEN HOUSE;LABORATORIO;GARDEN HOUSE;35733
635;AZAFRAN HEBRAS EL CONQUISTADOR BLISTER 0.2GR - EL CONQUISTADOR;ESPECIAS Y CONDIMENTOS;EL CONQUISTADOR;9459
636;AMARETTI;DELICATESSEN;HERBOTECA;19838
637;CREATINA 750 BIOFIT;LABORATORIO;BIOFIT;2505
638;HELADO COOKIES AND CREAM X 330GR - NOT CO;FRESCOS Y CONGELADOS;NOTCO;13289
639;NUEZ X 100 GR ORG - TERRA SANA;ORGANICOS;TERRA SANA;4975
64;LE- FIT MANTEQUILLA DE MANI - LE FIT;VARIOS;LE FIT;4920
640;HISOPOS DE BAMBU X 100u. - MERAKI;COSMETICA;MERAKI;3951
641;DENTIFRICO COMPRIMIDOS MENTA - MERAKI;COSMETICA;MERAKI;11420
642;HILO DENTAL BIODEGRADABLE 30M. RECARGA - MERAKI;COSMETICA;MERAKI;6956
643;TE EARL GREY 25 - HEREDIA;INFUSIONES Y TES;HEREDIA;13321
644;MINGO JENGIBRE Y PEPINO;VARIOS;MINGO;2274
645;HAMBURGUESA DE ARROZ YAMANI - MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;5129
646;INTI ZEN TE ILUMINE - INTI ZEN;INFUSIONES Y TES;INTI ZEN;11564
647;INTI ZEN VERDE CHAI - INTI ZEN;INFUSIONES Y TES;INTI ZEN;7950
648;INTI ZEN PATAGONIA BEE - INTI ZEN;INFUSIONES Y TES;INTI ZEN;7950
649;CITRATO DE MAGNESIO - GRANEL;VARIOS;GRANEL;48511
65;ACEITE ESENCIAL DE CANELA BIOFIT;ACEITES COSMETICOS;BIOFIT;6093
650;INTI ZEN PAMPA DULCE - INTI ZEN;INFUSIONES Y TES;INTI ZEN;7950
651;INTI ZEN DON JUAN - INTI ZEN;INFUSIONES Y TES;INTI ZEN;7950
652;INTI ZEN AMAZONIA MANGO - INTI ZEN;INFUSIONES Y TES;INTI ZEN;7950
653;INTI ZEN INCA ROSE - INTI ZEN;INFUSIONES Y TES;INTI ZEN;7950
654;INTI ZEN CHAMAN CHAI - INTI ZEN;INFUSIONES Y TES;INTI ZEN;7950
655;INTI ZEN INTI GREY - INTI ZEN;INFUSIONES Y TES;INTI ZEN;7950
656;INTI ZEN BLANCO LYCHEE - INTI ZEN;INFUSIONES Y TES;INTI ZEN;7950
657;VINAGRE DE MANZANA ORGANICO X 500CC - PAMPA GOURMET;ORGANICOS;PAMPA GOURMET;13175
658;MINGO CARDAMOMO Y ROSA MOSQUETA;VARIOS;MINGO;2274
659;PROVENZAL SIN TACC-DICOMERE;SIN TACC;DICOMERE;1835
66;LE FIT MANTEQUILLA DE MANI DARK CHOCOLATE - LE FIT;VARIOS;LE FIT;4920
660;ACEITE DE SESAMO X 150CC - SOL AZTECA;ACEITES COMESTIBLE;SOL AZTECA;6194
661;CARAMELOS SIN AZUCAR FRUTOS DEL BOSQUE - ICY;SIN TACC;ICY;2460
662;POLEN MULTIFLORAL - GRANEL;VARIOS;GRANEL;54093
663;COCO EN ESCAMAS - GRANEL;DESECADOS;GRANEL;59591
664;SAL ROSA FINA - GRANEL;VARIOS;GRANEL;10240
665;GRANOVITA ALGARROBA - GRANIX;PANIFICADOS;GRANIX;3195
666;GRANOLA ARTESANAL KE LIVE;CEREALES;KE LIVE;13069
667;CITRATO DE MAGNESIO X 180 GR- VITAMIN WAY;LABORATORIO;VITAMIN WAY;30463
668;COLAGENO HIDROLIZADO 100% PURO - GRANGER X 250 GR;LABORATORIO;GRANGER;40206
669;SNACK VEGGIE LENTEJAS CEBOLLA - GRANIX;CEREALES;GRANIX;28852
67;HELADO PISTACHO X 370GR - HAULANI;FRESCOS Y CONGELADOS;HAULANI;15442
670;SNACK VEGGIE ARVEJAS FINAS HIERBAS - GRANIX;CEREALES;GRANIX;28852
671;SNACK VEGGIE ZAPALLO BARBACOA - GRANIX;CEREALES;GRANIX;28852
672;ALMOHADITAS CON AVENA - GRANIX;CEREALES;GRANIX;14692
673;FIBRA TOTAL - GRANIX;CEREALES;GRANIX;12428
674;ACEITE DE GIRASOL ALTO OLEICO - GRANIX;ACEITES COMESTIBLE;GRANIX;8637
675;DULCE DE LECHE S/A X 200GR - TRINI;DULCES Y MERMELADAS;TRINI;6867
676;CITRATO DE MAGNESIO 30 CAPS - VITAMIN WAY;LABORATORIO;VITAMIN WAY;13837
677;SHIOKOJI NATURAL X 500ML -UMAMI;VEGANOS;UMAMI;13263
678;ALMOHADITAS DE FRUTILLA - GRANIX;CEREALES;GRANIX;12668
679;ALMOHADITAS DE MANI CON MIEL - GRANIX;CEREALES;GRANIX;19087
68;PURA FRUTTA NARANJA - 1 L. PURA FRUTTA;JUGOS;PURA FRUTTA;4403
680;ALMOHADITAS 2 SALVADOS - GRANIX;CEREALES;GRANIX;14248
681;ALMOHADITAS DE CHOCOLATE Y LIMON - GRANIX;CEREALES;GRANIX;19087
682;ARITOS CON MIEL - GRANIX;CEREALES;GRANIX;12451
684;GRANAGUA SANDWICH - GRANIX;PANIFICADOS;GRANIX;3312
685;GRANAGUA SIN SAL - GRANIX;PANIFICADOS;GRANIX;3355
686;ARITOS FRUTALES - GRANIX;CEREALES;GRANIX;12541
687;ALMOHADITAS DE AVELLANA - GRANIX;CEREALES;GRANIX;19087
688;CEREAL MIX - GRANIX;CEREALES;GRANIX;16615
689;BANANITAS - GRANIX;CEREALES;GRANIX;20640
69;PURA FRUTTA MULTIFRUTA 200ML. - PURA FRUTTA;JUGOS;PURA FRUTTA;1573
690;ALMOHADITAS CHOCOLATE BLANCO - GRANIX;CEREALES;GRANIX;22860
691;SNACK VEGGIE GARBANZO PIZZA - GRANIX;CEREALES;GRANIX;28852
692;ARROZ CROCANTE - GRANIX;CEREALES;GRANIX;17711
693;CRISPIN DE ARROZ - GRANIX;CEREALES;GRANIX;14123
694;COPOS DE MAIZ SIN AZUCAR - GRANIX;CEREALES;GRANIX;12986
695;COPOS CON AZUCAR - GRANIX;CEREALES;GRANIX;12156
696;BALONCITO CHOCOLATADO - GRANIX;CEREALES;GRANIX;15908
697;ADAPTOGENO REISHI X 60CC - SUPPLY;LABORATORIO;SUPPLY;22544
698;NUTRISOJA MILANESA - GRANIX;CEREALES;GRANIX;61952
699;GALLETA DE SALVADO CON SAL - GRANIX;PANIFICADOS;GRANIX;3300
7;ACEITE ESENCIAL DE LIMON BIOFIT;ACEITES COSMETICOS;BIOFIT;6093
70;PURA FRUTTA MANZANA ROJA - 1 L PURA FRUTTA;JUGOS;PURA FRUTTA;4291
700;GALLETA DE SALVADO SIN SAL - GRANIX;PANIFICADOS;GRANIX;3630
7000;REDONDEO;VARIOS;;1
7001;pago de tarjeta;VARIOS;;22
7002;honorarios profesionales;VARIOS;;128521
7003;Pago de Seguro;VARIOS;;22
7007;FLETES;VARIOS;;2
7009;servicio Mercado Pago;VARIOS;;18
701;CALDO DE VERDURAS SIN SAL - GRANEL;CALDOS Y SOPAS;GRANEL;16491
7010;PERCEPCION INGRESOS BRUTOS;VARIOS;;22
702;CALDO DE VERDURA CON SAL - GRANEL;CALDOS Y SOPAS;GRANEL;14926
703;ALBUMINA - GRANEL;VARIOS;GRANEL;134167
704;GOMA XANTICA - GRANEL;VARIOS;GRANEL;82539
705;CREMOR TARTARO - GRANEL;VARIOS;GRANEL;47171
706;CMC (CARBOXIMETILCELULOSA) - GRANEL;VARIOS;GRANEL;31545
707;ARROZ KOSHIHIKARI - GRANEL;ARROCES;GRANEL;8262
708;PIMENT�N DULCE- GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;26339
709;AMARANTO - GRANEL;SEMILLAS;GRANEL;17118
71;PISTACHO CON CASCARA TOSTADO Y SALADO - GRANEL;FRUTOS SECOS;GRANEL;66203
710;POROTO PALLAR - GRANEL;GRANOS Y LEGUMBRES;GRANEL;20447
711;SALVIA - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;95095
712;TOMILLO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;30252
713;AZ�CAR IMPALPABLE - GRANEL;REPOSTER�A;GRANEL;5671
714;AZ�CAR RUBIA - GRANEL;REPOSTER�A;GRANEL;5377
715;AZ�CAR NEGRA - GRANEL;REPOSTER�A;GRANEL;5377
716;POLVO PARA HORNEAR - GRANEL;REPOSTER�A;GRANEL;26102
717;HINOJO - GRANEL;SEMILLAS;GRANEL;18285
718;SPIRULINA - GRANEL;VARIOS;GRANEL;111562
719;ZARAGATONA - GRANEL;SEMILLAS;GRANEL;67556
72;DURAZNO MEDALLON - HERBOTECA;DESECADOS;HERBOTECA;21071
720;SAL NEGRA FINA;VARIOS;GRANEL;26734
721;PI�ONES;FRUTOS SECOS;GRANEL;190273
722;GARBANZO TOSTADO CON SESAMO;DELICATESSEN;GRANEL;34188
723;MILANESA DE SOJA RELLENA CHOCLO Y QUESO - SOL DEL ESTE;FRESCOS Y CONGELADOS;SOL DEL ESTE;4928
724;BOLSA QUESO/YOGURT - VIC BROTES;VARIOS;VIC BROTES;6067
725;BOLSA GERMINADORA POR 2 UNIDADES - BROTA;VARIOS;BROTA;14630
726;BOLSA TELA PARA FILTRADOS X 1 UNIDAD - BROTA;VARIOS;BROTA;8980
727;BOLSA VIC BROTES X 3 UNIDADES - VIC BROTES;VARIOS;VIC BROTES;6313
728;ARROZ DE CALASPARRA TIPO BOMBA;ARROCES;VIRGEN DE LA ESPERANZA;11416
729;SALMAS HORNEADAS X 90GR;SIN TACC;SALMAS;5912
73;HIGOS NEGROS - HERBOTECA;DESECADOS;HERBOTECA;23603
730;AZ�CAR ORG�NICO X 1K - DICOMERE;SIN TACC;DICOMERE;10408
731;CENTELLA ASIATICA X 50 CAPS - NATIER;LABORATORIO;NATIER;19799
732;KOMBUCHA FRUTILLA NARANJA X 473ML;VARIOS;BRAVIA;5126
733;DESODORANTE CALENDULA Y ALOE VERA 60ML - BOTANIKA;COSMETICA;BOTANIKA;8005
734;VINAGRE DE MANZANA X 50 CAPS - NATIER;LABORATORIO;NATIER;21648
735;POLVO PARA HORNEAR X 250GR - DICOMERE;SIN TACC;DICOMERE;3214
736;COLAGENO PEPTIDOS CONCENTRADO X 250GR - NATIER;LABORATORIO;NATIER;58460
737;ACEITE DE LINO X 250CC - NUTRASEM;ACEITES COMESTIBLE;NUTRASEM;10320
738;ACEITE DE S�SAMO X 250CC - NUTRASEM;ACEITES COMESTIBLE;NUTRASEM;10894
739;ACEITE DE CH�A X 250CC - NUTRASEM;ACEITES COMESTIBLE;NUTRASEM;16703
74;CIRUELA D´AGEN C/CAROZO - HERBOTECA;DESECADOS;HERBOTECA;31553
740;MERIENDA SALUDABLE - HERBOTECA;CEREALES;HERBOTECA;359
741;TAHINA X350GR - NUTRASEM;SALSAS Y ADEREZOS;NUTRASEM;17044
742;CREMA NO L�CTEA X 450GR - LEDEVIT;FRESCOS Y CONGELADOS;LEDEVIT;12541
743;HIERBAS GRANEL AMARGON;HIERBAS MEDICINALES;GRANEL;25752
744;HIERBAS GRANEL ARTEMISA;HIERBAS MEDICINALES;GRANEL;23931
745;COBRE COLOIDAL X100CC - S650;LABORATORIO;S650;13237
746;MAGNESIO COLOIDAL X 250CC - S650;LABORATORIO;S650;19209
747;ORO COLOIDAL X 100CC;LABORATORIO;S650;23149
748;PLAT COLOIDAL X 100CC - S650 (x U.);LABORATORIO;S650;16501
749;NUECES PECAN;FRUTOS SECOS;GRANEL;71695
75;HIERBAS GRANEL PALO AMARILLO;HIERBAS MEDICINALES;GRANEL;26128
750;BIZCOCHOS NARANJA SIN AZUCAR - GRANEL;PANIFICADOS;GRANEL;23264
751;BIZCOCHOS PASAS SIN AZUCAR - GRANEL;PANIFICADOS;GRANEL;23264
752;BIZCOCHOS LIMON SIN AZUCAR - GRANEL;PANIFICADOS;GRANEL;23264
753;BIZCOCHOS LINO SIN AZUCAR - GRANEL;PANIFICADOS;GRANEL;23264
754;BIZCOCHOS COCO SIN AZUCAR - GRANEL;PANIFICADOS;GRANEL;23264
755;PAN RUSTICO SIN SAL - LA FRANCIA;PANIFICADOS;LA FRANCIA;6432
756;PAN RUSTICO MULTICEREAL - LA FRANCIA;PANIFICADOS;LA FRANCIA;6432
757;PAN RUSTICO CON LINO Y GIRASOL - LA FRANCIA;PANIFICADOS;LA FRANCIA;6432
758;PAN RUSTICO CON CALABAZA;PANIFICADOS;LA FRANCIA;6785
759;PAN RUSTICO DOBLE SALVADO - LA FRANCIA;PANIFICADOS;LA FRANCIA;6432
76;PERAS MEDIANAS - HERBOTECA;DESECADOS;HERBOTECA;24629
760;PAN RUSTICO DOBLE INTEGRAL - LA FRANCIA;PANIFICADOS;LA FRANCIA;6432
761;HELADOS DEL ARBOL X 360 ML - DEL ARBOL;VEGANOS;DEL ARBOL;13909
763;SALSA CARIBBEAN X 120ML- EL YUCATECO;SALSAS Y ADEREZOS;EL YUCATECO;13534
764;INFUSORES DE TE METAL - HERBOTECA;VARIOS;HERBOTECA;5508
765;SELENIO QUELADO - NATIER;LABORATORIO;NATIER;25227
766;BARRITA CHOCO NARANJA SIN AZUCAR - LADDU BAR;SIN TACC;LADDU BAR;1617
767;ACEITE ESENCIAL MELISA - BIOFIT;ACEITES COSMETICOS;BIOFIT;6093
768;SALCHICHA ALEMANA X 200GR - VEGGIELAND;VEGANOS;VEGGIELAND;8002
769;CHORIZO COLORADO X 270GR - VEGGIELAND;VEGANOS;VEGGIELAND;8819
77;DAMASCOS - HERBOTECA;DESECADOS;HERBOTECA;34665
770;PANQUEQUE DE AVENA CLASICO X 4U 268GR - BYGIRO;VEGANOS;BYGIRO;4693
771;PANQUEQUE DE AVENA FRUTOS ROJOS X 4U 268GR - BYGIRO;VEGANOS;BYGIRO;4693
772;BARRA PROTEICA FRUTOS ROJOS X 45GR - KI BAR;VARIOS;KI BAR;2136
773;VITAMINA K2 50 CAPS - NATIER;LABORATORIO;NATIER;21658
774;CITRATO DE MAGNESIO X 60 CAP - VITAMIN WAY;LABORATORIO;VITAMIN WAY;24909
775;VITAMINA C X 60 CAPS - VITAMIN WAY;LABORATORIO;VITAMIN WAY;15026
776;NOT HOT DOG X 250GR;VEGANOS;NOTCO;8533
777;VEGAN BURGUER ACELGA FLOWPACK X 2 - NATURALRROZ;VEGANOS;NATURALRROZ;1618
778;VEGAN BURGUER CALABAZA FLOWPACK X 2 - NATURALRROZ;VEGANOS;NATURALRROZ;1837
779;BARRITA BROWNIE SIN AZUCAR - LADDU BAR;SIN TACC;LADDU BAR;1617
78;ARANDANOS ROJOS - GRANEL;DESECADOS;GRANEL;24250
780;BARRITA COCOCHOCO SIN AZUCAR - LADDU BAR;SIN TACC;LADDU BAR;1617
781;SMOOKIES BABY BANANA X 150GR;SIN AZ�CAR;KIDSFIELD SMOOKIES;5260
782;SMOOKIES BABY PERA X 150GR;SIN AZ�CAR;KIDSFIELD SMOOKIES;5260
783;SMOOKIES BABY VAINILLA X 150GR;SIN AZ�CAR;KIDSFIELD SMOOKIES;5260
784;SMOOKIES BABY MANZANA X 150GR;SIN AZ�CAR;KIDSFIELD SMOOKIES;5260
785;ALMOHADITAS CHOCOLATE CON STEVIA X 100GR;SIN AZ�CAR;PATAGONIA GRAINS;2757
786;ALMOHADITAS FRUTILLA CON STEVIA X 100GR;SIN AZ�CAR;PATAGONIA GRAINS;2757
787;VEGAN BURGUER POLLO FLOWPACK X 2 - NATURALRROZ;VEGANOS;NATURALRROZ;3037
788;CHOCOLATE DIETETICO X 50GR - DIABFORT;SIN AZ�CAR;FELFORT;3452
789;SAL FINA SIN YODO - GRANEL;VARIOS;GRANEL;6040
79;PASAS DE UVA RUBIAS;DESECADOS;GRANEL;14553
790;ACEITE DE COCO NEUTRO X 360CC -ENTRE NUTS;ACEITES COMESTIBLE;ENTRE NUTS;9328
791;SALVADO DE AVENA - GRANEL;HARINAS;GRANEL;5507
792;CEBADA PERLADA - GRANEL;CEREALES;GRANEL;5846
793;JULIANA SIN PAPA - GRANEL;CALDOS Y SOPAS;GRANEL;25345
794;LUPINES - GRANEL;GRANOS Y LEGUMBRES;GRANEL;19485
795;GERMEN DE TRIGO - GRANEL;HARINAS;GRANEL;6692
796;ESENCIA DE VAINILLA X 100CC - INDIAS;REPOSTER�A;INDIAS;1480
797;GIRASOL CON CASCARA - GRANEL;SEMILLAS;GRANEL;5628
798;HARINA DE CENTENO - GRANEL;HARINAS;GRANEL;6162
799;BURGOL FINO - GRANEL;CEREALES;GRANEL;7199
8;HONGOS BLACK FUNGUS - GRANEL;DESECADOS;GRANEL;163007
80;PASAS DE UVA MORENAS;DESECADOS;GRANEL;12191
800;TRIGO CANDEAL PELADO - GRANEL;GRANOS Y LEGUMBRES;GRANEL;8397
8000;CUPON DESCUENO PEDIDOS YA;VARIOS;;22
801;ALPISTE PELADO - GRANEL;SEMILLAS;GRANEL;27177
